dataset,k,consensus,empirical_cdf
eICU,4,0.75,0.7692336168084042
eICU,4,0.76,0.7701495747873937
eICU,4,0.77,0.771335167583792
eICU,4,0.78,0.7726483241620811
eICU,4,0.79,0.7738659329664832
eICU,4,0.8,0.7756043021510756
eICU,4,0.81,0.7769714857428714
eICU,4,0.8200000000000001,0.7786753376688345
eICU,4,0.8300000000000001,0.7803266633316658
eICU,4,0.84,0.7822641320660331
eICU,4,0.85,0.7842671335667833
eICU,4,0.86,0.7862871435717859
eICU,4,0.87,0.7881760880440221
eICU,4,0.88,0.7900735367683842
eICU,4,0.89,0.7919934967483742
eICU,4,0.9,0.7943986993496749
eICU,4,0.91,0.796623811905953
eICU,4,0.92,0.799440220110055
eICU,4,0.93,0.802767883941971
eICU,4,0.9400000000000001,0.8068119059529765
eICU,4,0.9500000000000001,0.8105032516258129
eICU,4,0.96,0.8167373686843422
eICU,4,0.97,0.8253096548274137
eICU,4,0.98,0.8283946973486743
eICU,4,0.99,0.8437128564282141
eICU,4,1,1
eICU,5,0,0.5419744872436218
eICU,5,0.01,0.5419744872436218
eICU,5,0.02,0.5738289144572286
eICU,5,0.03,0.5805182591295648
eICU,5,0.04,0.5965292646323161
eICU,5,0.05,0.6113626813406703
eICU,5,0.06,0.6183041520760381
eICU,5,0.07,0.6273481740870436
eICU,5,0.08,0.6347423711855928
eICU,5,0.09,0.6407813906953477
eICU,5,0.1,0.6464927463731865
eICU,5,0.11,0.6509634817408705
eICU,5,0.12,0.6551635817908954
eICU,5,0.13,0.6591815907953977
eICU,5,0.14,0.6628114057028515
eICU,5,0.15,0.6666873436718359
eICU,5,0.16,0.6698289144572286
eICU,5,0.17,0.6732626313156578
eICU,5,0.18,0.6761615807903952
eICU,5,0.19,0.6795112556278139
eICU,5,0.2,0.6835967983991996
eICU,5,0.21,0.6868209104552276
eICU,5,0.22,0.690464232116058
eICU,5,0.23,0.694927463731866
eICU,5,0.24,0.6995982991495748
eICU,5,0.25,0.7054937468734367
eICU,5,0.26,0.7095882941470736
eICU,5,0.27,0.7152166083041521
eICU,5,0.28,0.7204407203601801
eICU,5,0.29,0.725607803901951
eICU,5,0.3,0.7312871435717859
eICU,5,0.31,0.7359069534767384
eICU,5,0.32,0.7408679339669835
eICU,5,0.33,0.7455877938969485
eICU,5,0.34,0.7498909454727364
eICU,5,0.35000000000000003,0.7535487743871936
eICU,5,0.36,0.7566613306653327
eICU,5,0.37,0.7597993996998499
eICU,5,0.38,0.7626048024012007
eICU,5,0.39,0.7651925962981491
eICU,5,0.4,0.7679709854927463
eICU,5,0.41000000000000003,0.7700185092546273
eICU,5,0.42,0.7721000500250125
eICU,5,0.43,0.774088544272136
eICU,5,0.44,0.7762476238119059
eICU,5,0.45,0.778351675837919
eICU,5,0.46,0.7800920460230115
eICU,5,0.47000000000000003,0.78216008004002
eICU,5,0.48,0.783912456228114
eICU,5,0.49,0.7852856428214107
eICU,5,0.5,0.7880105052526263
eICU,5,0.51,0.7893651825912956
eICU,5,0.52,0.79075987993997
eICU,5,0.53,0.7924862431215608
eICU,5,0.54,0.7944542271135567
eICU,5,0.55,0.7963561780890446
eICU,5,0.56,0.7982736368184092
eICU,5,0.5700000000000001,0.8003656828414207
eICU,5,0.58,0.8024222111055528
eICU,5,0.59,0.8044632316158079
eICU,5,0.6,0.8073956978489245
eICU,5,0.61,0.8095732866433216
eICU,5,0.62,0.8124292146073037
eICU,5,0.63,0.8154472236118059
eICU,5,0.64,0.8189259629814908
eICU,5,0.65,0.822784392196098
eICU,5,0.66,0.82640020010005
eICU,5,0.67,0.8309829914957478
eICU,5,0.68,0.8359169584792396
eICU,5,0.6900000000000001,0.8408344172086043
eICU,5,0.7000000000000001,0.8462946473236619
eICU,5,0.71,0.8511815907953977
eICU,5,0.72,0.8563276638319159
eICU,5,0.73,0.8612676338169084
eICU,5,0.74,0.8665497748874437
eICU,5,0.75,0.8720310155077539
eICU,5,0.76,0.8754592296148074
eICU,5,0.77,0.879319659829915
eICU,5,0.78,0.8829659829914958
eICU,5,0.79,0.8857473736868434
eICU,5,0.8,0.8889064532266133
eICU,5,0.81,0.8909804902451226
eICU,5,0.8200000000000001,0.8933211605802901
eICU,5,0.8300000000000001,0.8952641320660331
eICU,5,0.84,0.8975752876438219
eICU,5,0.85,0.8999469734867434
eICU,5,0.86,0.9024582291145573
eICU,5,0.87,0.9050430215107553
eICU,5,0.88,0.9080680340170085
eICU,5,0.89,0.9113071535767884
eICU,5,0.9,0.9154857428714357
eICU,5,0.91,0.9195142571285643
eICU,5,0.92,0.9245102551275638
eICU,5,0.93,0.9305172586293147
eICU,5,0.9400000000000001,0.9370900450225113
eICU,5,0.9500000000000001,0.942567783891946
eICU,5,0.96,0.9512211105552777
eICU,5,0.97,0.9602866433216608
eICU,5,0.98,0.964032516258129
eICU,5,0.99,0.9764307153576789
eICU,5,1,1
eICU,6,0,0.6169034517258629
eICU,6,0.01,0.6169034517258629
eICU,6,0.02,0.6474072036018009
eICU,6,0.03,0.6515402701350675
eICU,6,0.04,0.6616773386693346
eICU,6,0.05,0.6696648324162081
eICU,6,0.06,0.6741420710355177
eICU,6,0.07,0.6798514257128564
eICU,6,0.08,0.68483991995998
eICU,6,0.09,0.6894007003501751
eICU,6,0.1,0.6939744872436218
eICU,6,0.11,0.697655827913957
eICU,6,0.12,0.701192096048024
eICU,6,0.13,0.7045487743871935
eICU,6,0.14,0.7077303651825912
eICU,6,0.15,0.71129964982491245
eICU,6,0.16,0.7142351175587794
eICU,6,0.17,0.7172541270635318
eICU,6,0.18,0.7197723861930966
eICU,6,0.19,0.7223966983491746
eICU,6,0.2,0.7253396698349175
eICU,6,0.21,0.7273956978489244
eICU,6,0.22,0.7295232616308154
eICU,6,0.23,0.7320025012506253
eICU,6,0.24,0.734352176088044
eICU,6,0.25,0.737047523761881
eICU,6,0.26,0.7388904452226113
eICU,6,0.27,0.7414702351175588
eICU,6,0.28,0.7438549274637318
eICU,6,0.29,0.7463321660830415
eICU,6,0.3,0.7491385692846423
eICU,6,0.31,0.7513791895947974
eICU,6,0.32,0.7539004502251125
eICU,6,0.33,0.7565617808904452
eICU,6,0.34,0.7593466733366684
eICU,6,0.35000000000000003,0.7621225612806403
eICU,6,0.36,0.7648764382191096
eICU,6,0.37,0.7681280640320161
eICU,6,0.38,0.7716748374187093
eICU,6,0.39,0.7756888444222111
eICU,6,0.4,0.78064032016008
eICU,6,0.41000000000000003,0.7848209104552276
eICU,6,0.42,0.7893471735867934
eICU,6,0.43,0.7940990495247624
eICU,6,0.44,0.7991675837918959
eICU,6,0.45,0.804160580290145
eICU,6,0.46,0.8084677338669335
eICU,6,0.47000000000000003,0.8133261630815408
eICU,6,0.48,0.8174912456228114
eICU,6,0.49,0.8208614307153577
eICU,6,0.5,0.8275037518759379
eICU,6,0.51,0.8308549274637319
eICU,6,0.52,0.8343346673336668
eICU,6,0.53,0.8385742871435717
eICU,6,0.54,0.8437213606803402
eICU,6,0.55,0.848488244122061
eICU,6,0.56,0.8531750875437719
eICU,6,0.5700000000000001,0.8581975987993997
eICU,6,0.58,0.8628554277138569
eICU,6,0.59,0.8670940470235118
eICU,6,0.6,0.8723061530765382
eICU,6,0.61,0.875511755877939
eICU,6,0.62,0.8790005002501251
eICU,6,0.63,0.8821770885442721
eICU,6,0.64,0.8849549774887444
eICU,6,0.65,0.8874842421210606
eICU,6,0.66,0.8895152576288144
eICU,6,0.67,0.8918389194597298
eICU,6,0.68,0.8941205602801401
eICU,6,0.6900000000000001,0.8962651325662832
eICU,6,0.7000000000000001,0.8984997498749374
eICU,6,0.71,0.9004792396198099
eICU,6,0.72,0.902504252126063
eICU,6,0.73,0.9044302151075537
eICU,6,0.74,0.9064077038519259
eICU,6,0.75,0.9084917458729365
eICU,6,0.76,0.909840420210105
eICU,6,0.77,0.911496248124062
eICU,6,0.78,0.9132151075537769
eICU,6,0.79,0.9147753876938469
eICU,6,0.8,0.916855927963982
eICU,6,0.81,0.9184172086043022
eICU,6,0.8200000000000001,0.920336668334167
eICU,6,0.8300000000000001,0.9222411205602802
eICU,6,0.84,0.9244357178589294
eICU,6,0.85,0.9266898449224612
eICU,6,0.86,0.9290345172586293
eICU,6,0.87,0.9310985492746373
eICU,6,0.88,0.9333106553276639
eICU,6,0.89,0.935383691845923
eICU,6,0.9,0.937727363681841
eICU,6,0.91,0.9399494747373687
eICU,6,0.92,0.9424707353676839
eICU,6,0.93,0.9452006003001501
eICU,6,0.9400000000000001,0.9482856428214107
eICU,6,0.9500000000000001,0.9508579289644823
eICU,6,0.96,0.9546843421710856
eICU,6,0.97,0.9594952476238119
eICU,6,0.98,0.9614067033516759
eICU,6,0.99,0.9726428214107053
eICU,6,1,1
